"ID","FLDNAME","TBLNAME","CRFNAME","QUESTION","TEXT","STATUS","DEPRULE","TYPE","LENGTH","DECIML","RANGEVAL","RANGESQL","RANGEPRL","UNITS","CODE","NOTES","OBJID","COLID","RANGEJSCPT","NAVJSCPT","FTYPE","TAB","DE","MC","VISIBLE","LOGVISIBLE","MTBLNAME","SUBTBLNAME","POPJSCPT","GRID","DEF","update_stamp"
"","ACYLCARNITINE_14_2_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","AcylCarnitine(14:2)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","ACYLCARNITINE_15_0_A_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","AcylCarnitine(15:0) (a)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","ACYLCARNITINE_15_0_B_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","AcylCarnitine(15:0) (b)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","ACYLCARNITINE_16_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","AcylCarnitine(16:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","ACYLCARNITINE_16_1_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","AcylCarnitine(16:1)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","ACYLCARNITINE_17_0_A_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","AcylCarnitine(17:0) (a)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","ACYLCARNITINE_17_0_B_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","AcylCarnitine(17:0) (b)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","ACYLCARNITINE_18_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","AcylCarnitine(18:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","ACYLCARNITINE_18_1_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","AcylCarnitine(18:1)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","ACYLCARNITINE_18_2_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","AcylCarnitine(18:2)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_14_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(14:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_15_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(15:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_16_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(16:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_16_1_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(16:1)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_16_2_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(16:2)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_17_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(17:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_17_1_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(17:1)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_18_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(18:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_18_1_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(18:1)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_18_2_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(18:2)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_18_3_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(18:3)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_20_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(20:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_20_1_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(20:1)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_20_2_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(20:2)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_20_3_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(20:3)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_20_4_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(20:4)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_20_5_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(20:5)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_22_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(22:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_22_1_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(22:1)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_22_4_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(22:4)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_22_5_N3_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(22:5) (n3)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_22_5_N6_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(22:5) (n6)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_22_6_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(22:6)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_24_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(24:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_24_1_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(24:1)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_24_4_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(24:4)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_24_5_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(24:5)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CE_24_6_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","CE(24:6)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D16_1_16_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d16:1/16:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D16_1_18_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d16:1/18:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D16_1_22_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d16:1/22:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D16_1_24_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d16:1/24:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D16_1_24_1_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d16:1/24:1)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D17_1_16_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d17:1/16:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D17_1_18_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d17:1/18:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D17_1_20_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d17:1/20:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D17_1_22_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d17:1/22:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D17_1_24_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d17:1/24:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D17_1_24_1_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d17:1/24:1)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D18_1_14_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d18:1/14:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D18_1_16_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d18:1/16:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D18_1_17_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d18:1/17:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D18_1_18_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d18:1/18:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D18_1_20_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d18:1/20:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D18_1_22_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d18:1/22:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D18_1_24_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d18:1/24:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D18_1_24_1_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d18:1/24:1)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D18_1_26_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d18:1/26:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D18_2_14_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d18:2/14:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D18_2_16_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d18:2/16:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D18_2_17_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d18:2/17:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D18_2_18_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d18:2/18:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D18_2_20_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d18:2/20:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D18_2_22_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d18:2/22:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
